TCRD ID	TDL	IDG_Family	IDG_Family_Extended	Name	UniProt
9468	Tbio			LRIG1_HUMAN	Q96JA1
9469	Tdark			LRIQ1_HUMAN	Q96JM4
9470	Tdark			LRIT2_HUMAN	A6NDA9
9471	Tdark			LRTM2_HUMAN	Q8N967
9472	Tbio			LRWD1_HUMAN	Q9UFC0
9473	Tbio			LS14A_HUMAN	Q8ND56
9474	Tbio		snRNP_family.	LSM11_HUMAN	P83369
9475	Tdark			LSME1_HUMAN	Q8N8F7
9476	Tbio			LSP1_HUMAN	P33241
9477	Tdark	Enzyme	1-acyl-sn-glycerol-3-phosphate acyltransferase	LGAT1_HUMAN	Q92604
9478	Tbio			LGI1_HUMAN	O95970
9479	Tchem	Enzyme		LGUL_HUMAN	Q04760
9480	Tchem	Kinase	Kinase	LIMK2_HUMAN	P53671
9481	Tbio			LIMS2_HUMAN	Q7Z4I7
9482	Tbio			LIN9_HUMAN	Q5TKA1
9483	Tbio			LINES_HUMAN	Q8NG48
9484	Tbio			LIRB5_HUMAN	O75023
9485	Tbio	TF	TF	LITAF_HUMAN	Q99732
9486	Tbio			LMA2L_HUMAN	Q9H0V9
9487	Tbio	Enzyme		LNX1_HUMAN	Q8TBB1
9488	Tbio			LORF2_HUMAN	O00370
9489	Tchem	Enzyme		LOX12_HUMAN	P18054
9490	Tclin	Enzyme		LOX5_HUMAN	P09917
9491	Tbio	Enzyme		LOXL3_HUMAN	P58215
9492	Tbio	Enzyme		LOXL4_HUMAN	Q96JB6
9493	Tchem	GPCR	GPCR	LPAR2_HUMAN	Q9HBW0
9494	Tdark			LR37B_HUMAN	Q96QE4
9495	Tdark			LRAD3_HUMAN	Q86YD5
9496	Tbio			LRBA_HUMAN	P50851
9497	Tdark			LRC73_HUMAN	Q5JTD7
9498	Tbio			LRC8A_HUMAN	Q8IWT6
9499	Tdark			LRC8E_HUMAN	Q6NSJ5
9500	Tdark	Enzyme		LRCL1_HUMAN	A6NCL2
9501	Tbio			LRFN2_HUMAN	Q9ULH4
9502	Tdark			LRIQ4_HUMAN	A6NIV6
9503	Tbio			LRIT1_HUMAN	Q9P2V4
9504	Tdark			LRP11_HUMAN	Q86VZ4
9505	Tbio			LRRT1_HUMAN	Q86UE6
9506	Tdark	Enzyme	snRNP_family.	LSMD1_HUMAN	Q9BRA0
9507	Tdark			LSME2_HUMAN	Q8N112
9508	Tdark			LV104_HUMAN	P01702
9509	Tdark			LV405_HUMAN	P06889
9510	Tdark			LV603_HUMAN	P06317
9511	Tdark			LV701_HUMAN	P01720
9512	Tdark			LYPD6_HUMAN	Q86Y78
9513	Tdark			LYRM9_HUMAN	A8MSI8
9514	Tbio			LGI3_HUMAN	Q8N145
9515	Tbio			LGSN_HUMAN	Q5TDP6
9516	Tbio	Enzyme		LIAS_HUMAN	O43766
9517	Tdark			LIGO3_HUMAN	P0C6S8
9518	Tdark			LIMC1_HUMAN	Q9UPQ0
9519	Tchem	Kinase	Kinase	LIMK1_HUMAN	P53667
9520	Tdark			LIN37_HUMAN	Q96GY3
9521	Tbio			LIN7B_HUMAN	Q9HAP6
9522	Tdark			LIPA4_HUMAN	O75335
9523	Tchem	Enzyme		LIPL_HUMAN	P06858
9524	Tbio			LIRB4_HUMAN	Q8NHJ6
9525	Tbio	Enzyme		LIS1_HUMAN	P43034
9526	Tdark			LMBD2_HUMAN	Q68DH5
9527	Tbio			LMNB2_HUMAN	Q03252
9528	Tdark			LMOD2_HUMAN	Q6P5Q4
9529	Tbio	TF	TF	LN28A_HUMAN	Q9H9Z2
9530	Tdark			LNP_HUMAN	Q9C0E8
9531	Tbio	Enzyme		LONP2_HUMAN	Q86WA8
9532	Tbio	Enzyme		LOXH1_HUMAN	Q8IVV2
9533	Tbio	Enzyme		LOXL2_HUMAN	Q9Y4K0
9534	Tdark			LPAL2_HUMAN	Q16609
9535	Tchem	GPCR	GPCR	LPAR4_HUMAN	Q99677
9536	Tbio	Enzyme	phosphatase	LPIN3_HUMAN	Q9BQK8
9537	Tbio			LPXN_HUMAN	O60711
9538	Tdark			LR14B_HUMAN	A6NHZ5
9539	Tdark			LR16C_HUMAN	Q6F5E8
9540	Tdark			LR75A_HUMAN	Q8NAA5
9541	Tdark			LRC24_HUMAN	Q50LG9
9542	Tdark			LRC27_HUMAN	Q9C0I9
9543	Tbio			LRC32_HUMAN	Q14392
9544	Tdark			LRC36_HUMAN	Q1X8D7
9545	Tbio			LRC3B_HUMAN	Q96PB8
9546	Tdark			LRC40_HUMAN	Q9H9A6
9547	Tdark			LRC43_HUMAN	Q8N309
9548	Tdark			LRC46_HUMAN	Q96FV0
9549	Tdark			LRC58_HUMAN	Q96CX6
9550	Tdark			LRC61_HUMAN	Q9BV99
9551	Tdark			LRC71_HUMAN	Q8N4P6
9552	Tdark			LRFN4_HUMAN	Q6PJG9
9553	Tbio			LRP10_HUMAN	Q7Z4F1
9554	Tbio			LRP1_HUMAN	Q07954
9555	Tdark			LRP3_HUMAN	O75074
9556	Tbio			LRP6_HUMAN	O75581
9557	Tbio			LRP8_HUMAN	Q14114
9558	Tbio			LRRC1_HUMAN	Q9BTT6
9559	Tbio			LRRC4_HUMAN	Q9HBW1
9560	Tchem	Kinase	Kinase	LRRK2_HUMAN	Q5S007
9561	Tbio		snRNP_family.	LSM1_HUMAN	O15116
9562	Tbio		snRNP_family.	LSM2_HUMAN	Q9Y333
9563	Tbio			LSR_HUMAN	Q86X29
9564	Tbio			LTOR1_HUMAN	Q6IAA8
9565	Tbio			LTOR2_HUMAN	Q9Y2Q5
9566	Tdark			LUZP1_HUMAN	Q86V48
9567	Tdark			LV103_HUMAN	P01701
9568	Tdark			LV602_HUMAN	P01722
9569	Tchem	Enzyme		LX15B_HUMAN	O15296
9570	Tdark			LY66D_HUMAN	O95868
9571	Tdark			LY66F_HUMAN	Q5SQ64
9572	Tbio			LY75_HUMAN	O60449
9573	Tbio			LY96_HUMAN	Q9Y6Y9
9574	Tchem	Enzyme	AB_hydrolase_superfamily	LYPA2_HUMAN	O95372
9575	Tbio			LYPD3_HUMAN	O95274
9576	Tdark			LYPD5_HUMAN	Q6UWN5
9577	Tdark			LYSM2_HUMAN	Q8IV50
9578	Tbio			LZTS2_HUMAN	Q9BRK4
9579	Tdark			M1IP1_HUMAN	Q9NPA3
9580	Tchem	Kinase	Kinase	M3K3_HUMAN	Q99759
9581	Tdark		MS4A_family	M4A13_HUMAN	Q5J8X5
9582	Tdark	Enzyme	glycosyl_hydrolase	MA1C1_HUMAN	Q9NR34
9583	Tbio	Enzyme	glycosyl_hydrolase	MA2C1_HUMAN	Q9NTJ4
9584	Tdark			MA7D2_HUMAN	Q96T17
9585	Tbio	Enzyme		MAAI_HUMAN	O43708
9586	Tdark			MAAS1_HUMAN	Q8N8E1
9587	Tbio	Enzyme		LIPC_HUMAN	P11150
9588	Tbio	Enzyme	AB_hydrolase_superfamily	LIPH_HUMAN	Q8WWY8
9589	Tdark	Enzyme	AB_hydrolase_superfamily	LIPK_HUMAN	Q5VXJ0
9590	Tbio	Enzyme		LIPR1_HUMAN	P54315
9591	Tdark	Enzyme		LIPT2_HUMAN	A6NK58
9592	Tbio			LIRA3_HUMAN	Q8N6C8
9593	Tdark			LIRA5_HUMAN	A6NI73
9594	Tbio			LMAN1_HUMAN	P49257
9595	Tdark	TF; Epigenetic	TF	LMBL4_HUMAN	Q8NA19
9596	Tbio			LMBR1_HUMAN	Q8WVP7
9597	Tdark	Enzyme		LMF2_HUMAN	Q9BU23
9598	Tbio			LMNB1_HUMAN	P20700
9599	Tdark			LMTD1_HUMAN	Q8N9Z9
9600	Tbio	Kinase	Kinase	LMTK2_HUMAN	Q8IWU2
9601	Tbio	Kinase	Kinase	LMTK3_HUMAN	Q96Q04
9602	Tbio	TF	TF	LMX1A_HUMAN	Q8TE12
9603	Tbio			LPP_HUMAN	Q93052
9604	Tbio			LRAD4_HUMAN	O15165
9605	Tdark			LRC10_HUMAN	Q5BKY1
9606	Tdark			LRC45_HUMAN	Q96CN5
9607	Tbio			LRC4C_HUMAN	Q9HCJ2
9608	Tdark	IC	IC	LRC52_HUMAN	Q8N7C0
9609	Tdark			LRC8B_HUMAN	Q6P9F7
9610	Tdark			LRC8D_HUMAN	Q7L1W4
9611	Tbio			LRCH1_HUMAN	Q9Y2L9
9612	Tdark			LRCH3_HUMAN	Q96II8
9613	Tdark	Enzyme		LRGUK_HUMAN	Q96M69
9614	Tdark			LRIT3_HUMAN	Q3SXY7
9615	Tbio			LRRN3_HUMAN	Q9H3W5
9616	Tbio			LSAMP_HUMAN	Q13449
9617	Tbio			LTBP1_HUMAN	Q14766
9618	Tbio			LTBP3_HUMAN	Q9NS15
9619	Tbio			LTMD1_HUMAN	Q6P1Q0
9620	Tdark			LURA1_HUMAN	Q96LR2
9621	Tdark			LUZP2_HUMAN	Q86TE4
9622	Tdark			LV001_HUMAN	P04211
9623	Tdark			LV107_HUMAN	P06316
9624	Tdark			LV201_HUMAN	P01704
9625	Tdark			LV205_HUMAN	P01708
9626	Tdark			LV209_HUMAN	P01712
9627	Tdark			LV301_HUMAN	P01714
9628	Tdark			LV402_HUMAN	P01716
9629	Tdark			LY66C_HUMAN	O95867
9630	Tchem			LYAM1_HUMAN	P14151
9631	Tchem			LYAM2_HUMAN	P16581
9632	Tchem			LYAM3_HUMAN	P16109
9633	Tdark	Enzyme	glycosyl_hydrolase	LYG2_HUMAN	Q86SG7
9634	Tbio			LYPD1_HUMAN	Q8N2G4
9635	Tbio			LYRM1_HUMAN	O43325
9636	Tdark			LYRM5_HUMAN	Q6IPR1
9637	Tbio	Enzyme	glycosyl_hydrolase	LYSC_HUMAN	P61626
9638	Tdark			LYSM3_HUMAN	Q7Z3D4
9639	Tdark			LZIC_HUMAN	Q8WZA0
9640	Tbio			M17L2_HUMAN	Q567V2
9641	Tdark		MS4A_family	M4A12_HUMAN	Q9NXJ0
9642	Tbio	Kinase	Kinase	M3KL4_HUMAN	Q5TCX8
9643	Tchem	Kinase	Kinase	M4K3_HUMAN	Q8IVH8
9644	Tdark	Enzyme	glycosyl_hydrolase	MA2A2_HUMAN	P49641
9645	Tbio	TF	TF	MAD1_HUMAN	Q05195
9646	Tbio			MADCA_HUMAN	Q13477
9647	Tbio	TF	TF	MAFG_HUMAN	O15525
9648	Tdark			MAGBA_HUMAN	Q96LZ2
9649	Tbio			MAGC2_HUMAN	Q9UBF1
9650	Tbio			MAGD1_HUMAN	Q9Y5V3
9651	Tbio			MAGD4_HUMAN	Q96JG8
9652	Tdark			MAGF1_HUMAN	Q9HAY2
9653	Tbio	Enzyme		MAGI1_HUMAN	Q96QZ7
9654	Tbio	Enzyme		MAGI2_HUMAN	Q86UL8
9655	Tbio	Enzyme		MAGI3_HUMAN	Q5TCQ9
9656	Tbio	Kinase	Kinase	MAK_HUMAN	P20794
9657	Tdark			MAL2_HUMAN	Q969L2
9658	Tbio			MALAT_HUMAN	Q9UHZ2
9659	Tbio			MALD1_HUMAN	Q9BSK0
9660	Tbio			MALD2_HUMAN	Q8N4S9
9661	Tchem	Enzyme	glycosyl_hydrolase	MANBA_HUMAN	O00462
9662	Tbio			MANF_HUMAN	P55145
9663	Tdark			LLPH_HUMAN	Q9BRT6
9664	Tbio	Epigenetic		LMBL2_HUMAN	Q969R5
9665	Tdark			LMBRL_HUMAN	Q6UX01
9666	Tbio			LMCD1_HUMAN	Q9NZU5
9667	Tbio	Enzyme		LMF1_HUMAN	Q96S06
9668	Tbio			LNX2_HUMAN	Q8N448
9669	Tdark	Enzyme		LONF2_HUMAN	Q1L5Z9
9670	Tbio			LORI_HUMAN	P23490
9671	Tdark	Enzyme	phosphatase	LPPR1_HUMAN	Q8TBJ4
9672	Tdark	Enzyme	phosphatase	LPPR2_HUMAN	Q96GM1
9673	Tdark	Enzyme	phosphatase	LPPR5_HUMAN	Q32ZL2
9674	Tbio			LPPRC_HUMAN	P42704
9675	Tdark			LR16B_HUMAN	Q8ND23
9676	Tdark			LR75B_HUMAN	Q2VPJ9
9677	Tdark			LRC17_HUMAN	Q8N6Y2
9678	Tdark			LRC28_HUMAN	Q86X40
9679	Tdark			LRC31_HUMAN	Q6UY01
9680	Tdark			LRC41_HUMAN	Q15345
9681	Tdark			LRC49_HUMAN	Q8IUZ0
9682	Tbio			LRC51_HUMAN	Q96E66
9683	Tdark	IC	IC	LRC55_HUMAN	Q6ZSA7
9684	Tdark			LRC57_HUMAN	Q8N9N7
9685	Tdark			LRC59_HUMAN	Q96AG4
9686	Tdark			LRIF1_HUMAN	Q5T3J3
9687	Tdark			LRN4L_HUMAN	Q8ND94
9688	Tbio			LRP1B_HUMAN	Q9NZR2
9689	Tbio			LRP2_HUMAN	P98164
9690	Tbio			LRP4_HUMAN	O75096
9691	Tdark			LRP5L_HUMAN	A4QPB2
9692	Tbio			LRP5_HUMAN	O75197
9693	Tbio	Enzyme		LRSM1_HUMAN	Q6UWE0
9694	Tdark			LS14B_HUMAN	Q9BX40
9695	Tbio		snRNP_family.	LSM10_HUMAN	Q969L4
9696	Tbio			LST2_HUMAN	Q9HCC9
9697	Tchem	GPCR	GPCR	LT4R1_HUMAN	Q15722
9698	Tbio	Enzyme		LTN1_HUMAN	O94822
9699	Tdark			LTOR4_HUMAN	Q0VGL1
9700	Tdark			LV105_HUMAN	P01703
9701	Tdark			LV109_HUMAN	P06888
9702	Tdark			LV210_HUMAN	P01713
9703	Tdark			LV601_HUMAN	P01721
9704	Tdark			LV604_HUMAN	P06318
9705	Tbio	Enzyme		LX12B_HUMAN	O75342
9706	Tdark	Enzyme	glycosyl_hydrolase	LYG1_HUMAN	Q8N1E2
9707	Tclin	Kinase	Kinase	LYN_HUMAN	P07948
9708	Tdark			LYSM4_HUMAN	Q5XG99
9709	Tbio			LYST_HUMAN	Q99698
9710	Tdark	Enzyme	glycosyl_hydrolase	LYZL2_HUMAN	Q7Z4W2
9711	Tbio			LZTR1_HUMAN	Q8N653
9712	Tbio	Enzyme		M2GD_HUMAN	Q9UI17
9713	Tdark		MS4A_family	M4A4A_HUMAN	Q96JQ5
9714	Tdark		MS4A_family	M4A18_HUMAN	Q3C1V0
9715	Tdark		MS4A_family	M4A8_HUMAN	Q9BY19
9716	Tdark		MS4A_family	M4A6E_HUMAN	Q96DS6
9717	Tdark			MA6D1_HUMAN	Q9H9H5
9718	Tdark			MA7D1_HUMAN	Q3KQU3
9719	Tdark	Enzyme		MABP1_HUMAN	O60336
9720	Tbio	TF	TF	MAFF_HUMAN	Q9ULX9
9721	Tbio			MAGA3_HUMAN	P43357
9722	Tbio			MAGAB_HUMAN	P43364
9723	Tdark			MAGB4_HUMAN	O15481
9724	Tdark			MAK16_HUMAN	Q9BXY0
9725	Tbio			MALT1_HUMAN	Q9UDY8
9726	Tdark	Enzyme	glycosyl_hydrolase	MANEL_HUMAN	Q5VSG8
9727	Tbio			MARC1_HUMAN	Q5VT66
9728	Tbio			MARE3_HUMAN	Q9UPY8
9729	Tbio	Enzyme		MARH8_HUMAN	Q5T0T0
9730	Tbio	Enzyme		MARHB_HUMAN	A6NNE9
9731	Tchem	Kinase	Kinase	MARK2_HUMAN	Q7KZI7
9732	Tchem	Kinase	Kinase	MARK4_HUMAN	Q96L34
9733	Tdark	GPCR	GPCR	MAS1L_HUMAN	P35410
9734	Tbio	Kinase	Kinase	MAST3_HUMAN	O60307
9735	Tbio	Enzyme		MAT2B_HUMAN	Q9NZL9
9736	Tbio	Enzyme		LOXL1_HUMAN	Q08397
9737	Tchem	GPCR	GPCR	LPAR6_HUMAN	P43657
9738	Tdark			LPD6B_HUMAN	Q8NI32
9739	Tbio	Enzyme	phosphatase	LPIN1_HUMAN	Q14693
9740	Tbio	Enzyme		LPP60_HUMAN	Q86U10
9741	Tdark			LR74A_HUMAN	Q0VAA2
9742	Tdark			LRC14_HUMAN	Q15048
9743	Tdark			LRC20_HUMAN	Q8TCA0
9744	Tdark			LRC39_HUMAN	Q96DD0
9745	Tdark			LRC72_HUMAN	A6NJI9
9746	Tdark			LRC8C_HUMAN	Q8TDW0
9747	Tdark			LRCC1_HUMAN	Q9C099
9748	Tdark			LRCH2_HUMAN	Q5VUJ6
9749	Tdark			LRCH4_HUMAN	O75427
9750	Tdark			LRFN5_HUMAN	Q96NI6
9751	Tbio			LRIG2_HUMAN	O94898
9752	Tbio			LRIG3_HUMAN	Q6UXM1
9753	Tdark			LRIQ3_HUMAN	A6PVS8
9754	Tdark			LRP12_HUMAN	Q9Y561
9755	Tbio	Enzyme	GTPase	LSG1_HUMAN	Q9H089
9756	Tbio			LSHB_HUMAN	P01229
9757	Tclin	GPCR	GPCR	LSHR_HUMAN	P22888
9758	Tbio		snRNP_family.	LSM4_HUMAN	Q9Y4Z0
9759	Tdark		snRNP_family.	LSM5_HUMAN	Q9Y4Y9
9760	Tbio			LST1_HUMAN	O00453
9761	Tbio			LST8_HUMAN	Q9BVC4
9762	Tbio	Enzyme		LTC4S_HUMAN	Q16873
9763	Tbio			LUM_HUMAN	P51884
9764	Tdark			LUZP6_HUMAN	Q538Z0
9765	Tdark			LV102_HUMAN	P01700
9766	Tdark			LV108_HUMAN	P06887
9767	Tdark			LV204_HUMAN	P01707
9768	Tdark			LV206_HUMAN	P01709
9769	Tdark			LV401_HUMAN	P01715
9770	Tdark			LV403_HUMAN	P01717
9771	Tbio	Enzyme	protease_inhibitor_I47_latexin	LXN_HUMAN	Q9BS40
9772	Tbio			LYNX1_HUMAN	Q9BZG9
9773	Tdark	Enzyme	glycosyl_hydrolase	LYZL5_HUMAN	Q96QH8
9774	Tbio			LZTS1_HUMAN	Q9Y250
9775	Tdark		metallothionein_superfamily	M1BL1_HUMAN	P0DM35
9776	Tchem	Kinase	Kinase	M3K19_HUMAN	Q56UN5
9777	Tbio			MAEA_HUMAN	Q7L5Y9
9778	Tbio			MAGA6_HUMAN	P43360
9779	Tbio			MAGAA_HUMAN	P43363
9780	Tdark			MAGB3_HUMAN	O15480
9781	Tbio			MAML1_HUMAN	Q92585
9782	Tbio			MAN1_HUMAN	Q9Y2U8
9783	Tdark			MANS4_HUMAN	A6NHS7
9784	Tchem			MAOX_HUMAN	P48163
9785	Tbio			MAP1S_HUMAN	Q66K74
9786	Tbio			MAP6_HUMAN	Q96JE9
9787	Tbio	Enzyme		MARH2_HUMAN	Q9P0N8
9788	Tbio	Enzyme		MARH3_HUMAN	Q86UD3
9789	Tdark	Enzyme		MARHA_HUMAN	Q8NA82
9790	Tdark			MB3L4_HUMAN	A6NDZ8
9791	Tbio	Enzyme		MBOA7_HUMAN	Q96N66
9792	Tbio			MCE1_HUMAN	O60942
9793	Tdark			MCEM1_HUMAN	Q8IX19
9794	Tchem	GPCR	GPCR	MCHR2_HUMAN	Q969V1
9795	Tbio	IC	IC	MCLN2_HUMAN	Q8IZK6
9796	Tbio			MCM2_HUMAN	P49736
9797	Tdark			LQK1_HUMAN	Q8TAF5
9798	Tdark			LR10B_HUMAN	A6NIK2
9799	Tbio			LR16A_HUMAN	Q5VZK9
9800	Tdark			LR74B_HUMAN	Q6ZQY2
9801	Tbio			LRC15_HUMAN	Q8TF66
9802	Tbio	IC	IC	LRC26_HUMAN	Q2I0M4
9803	Tdark			LRC30_HUMAN	A6NM36
9804	Tdark			LRC34_HUMAN	Q8IZ02
9805	Tdark	IC	IC	LRC38_HUMAN	Q5VT99
9806	Tdark			LRC42_HUMAN	Q9Y546
9807	Tdark			LRC47_HUMAN	Q8N1G4
9808	Tdark			LRC63_HUMAN	Q05C16
9809	Tdark			LRFN1_HUMAN	Q9P244
9810	Tbio			LRMP_HUMAN	Q12912
9811	Tdark			LRR3C_HUMAN	A6NJW4
9812	Tdark			LRRC3_HUMAN	Q9BY71
9813	Tbio			LRRC7_HUMAN	Q96NW7
9814	Tdark			LRRD1_HUMAN	A4D1F6
9815	Tbio			LRRF1_HUMAN	Q32MZ4
9816	Tbio	Kinase	Kinase	LRRK1_HUMAN	Q38SD2
9817	Tdark			LRRN1_HUMAN	Q6UXK5
9818	Tdark			LRRN2_HUMAN	O75325
9819	Tdark			LRRN4_HUMAN	Q8WUT4
9820	Tdark			LRTM1_HUMAN	Q9HBL6
9821	Tdark			LSM12_HUMAN	Q3MHD2
9822	Tdark		snRNP_family.	LSM3_HUMAN	P62310
9823	Tdark		snRNP_family.	LSM6_HUMAN	P62312
9824	Tdark		snRNP_family.	LSM8_HUMAN	O95777
9825	Tbio			LTBP2_HUMAN	Q14767
9826	Tbio			LTBP4_HUMAN	Q8N2S1
9827	Tbio			LTOR3_HUMAN	Q9UHA4
9828	Tdark			LTV1_HUMAN	Q96GA3
9829	Tdark			LUR1L_HUMAN	Q8IV03
9830	Tdark			LV106_HUMAN	P04208
9831	Tdark			LV203_HUMAN	P01706
9832	Tdark			LV207_HUMAN	P01710
9833	Tdark			LV211_HUMAN	P04209
9834	Tdark			LV302_HUMAN	P80748
9835	Tdark			LY65B_HUMAN	Q8NDX9
9836	Tdark			LY6D_HUMAN	Q14210
9837	Tbio			LY6K_HUMAN	Q17RY6
9838	Tbio			LY86_HUMAN	O95711
9839	Tbio			LYAR_HUMAN	Q9NX58
9840	Tbio	TF	TF	LYL1_HUMAN	P12980
9841	Tchem	Enzyme	AB_hydrolase_superfamily	LYPA1_HUMAN	O75608
9842	Tbio			LYRIC_HUMAN	Q86UE4
9843	Tdark			LYSM1_HUMAN	Q96S90
9844	Tdark			M21D2_HUMAN	Q8IYB1
9845	Tbio	Kinase	Kinase	M3K13_HUMAN	O43283
9846	Tchem	Kinase	Kinase	M3K14_HUMAN	Q99558
9847	Tchem	Kinase	Kinase	M3K8_HUMAN	P41279
9848	Tdark		MS4A_family	M4A14_HUMAN	Q96JA4
9849	Tdark		MS4A_family	M4A15_HUMAN	Q8N5U1
9850	Tchem	Kinase	Kinase	M3K7_HUMAN	O43318
9851	Tbio	Enzyme	glycosyl_hydrolase	MA2A1_HUMAN	Q16706
9852	Tbio			MACC1_HUMAN	Q6ZN28
9853	Tbio	Enzyme		MACD2_HUMAN	A1Z1Q3
9854	Tbio			MACF1_HUMAN	Q9UPN3
9855	Tbio	TF	TF	MAD3_HUMAN	Q9BW11
9856	Tdark			MADL2_HUMAN	A6NDP7
9857	Tbio	Enzyme		MAF1_HUMAN	Q9H063
9858	Tbio	TF	TF	MAFA_HUMAN	Q8NHW3
9859	Tbio			MAGA4_HUMAN	P43358
9860	Tbio			MAGAC_HUMAN	P43365
9861	Tbio			MAGB1_HUMAN	P43366
9862	Tbio			MAGD2_HUMAN	Q9UNF1
9863	Tdark			MAGE2_HUMAN	Q8TD90
9864	Tbio			MAGH1_HUMAN	Q9H213
9865	Tbio			MAGL2_HUMAN	Q9UJ55
9866	Tbio			MAL_HUMAN	P21145
9867	Tbio			MAML3_HUMAN	Q96JK9
9868	Tchem	Enzyme	peptidase	MAP2_HUMAN	P50579
9869	Tchem	Kinase	Kinase	MAPK5_HUMAN	Q8IW41
9870	Tbio			MARC2_HUMAN	Q969Z3
9871	Tbio			MARE2_HUMAN	Q15555
9872	Tbio	Enzyme		MARH6_HUMAN	O60337
9873	Tbio			MATN2_HUMAN	O00339
9874	Tbio			MATN4_HUMAN	O95460
9875	Tbio			MB12A_HUMAN	Q96EY5
9876	Tdark			MB3L3_HUMAN	A6NE82
9877	Tdark			MBD6_HUMAN	Q96DN6
9878	Tdark	Enzyme		MBOA2_HUMAN	Q6ZWT7
9879	Tbio	Enzyme		MBOA5_HUMAN	Q6P1A2
9880	Tdark			MBPHL_HUMAN	A2RUH7
9881	Tchem	GPCR	GPCR	MC4R_HUMAN	P32245
9882	Tbio			MCAF1_HUMAN	Q6VMQ6
9883	Tbio	Enzyme		MCCA_HUMAN	Q96RQ3
9884	Tbio	Enzyme		MCCB_HUMAN	Q9HCC0
9885	Tbio	Enzyme		MCEE_HUMAN	Q96PE7
9886	Tbio	IC	IC	MCLN1_HUMAN	Q9GZU1
9887	Tbio			MCM3_HUMAN	P25205
9888	Tbio			MCP_HUMAN	P15529
9889	Tbio			MCRS1_HUMAN	Q96EZ8
9890	Tbio	Enzyme		MD13L_HUMAN	Q71F56
9891	Tdark			LRR70_HUMAN	Q7Z2Q7
9892	Tdark			LRRC2_HUMAN	Q9BYS8
9893	Tdark			LRRC9_HUMAN	Q6ZRR7
9894	Tbio			LRRF2_HUMAN	Q9Y608
9895	Tbio			LRRT2_HUMAN	O43300
9896	Tbio			LRRT3_HUMAN	Q86VH5
9897	Tdark			LRRT4_HUMAN	Q86VH4
9898	Tdark		snRNP_family.	LSM7_HUMAN	Q9UK45
9899	Tchem	GPCR	GPCR	LT4R2_HUMAN	Q9NPC1
9900	Tchem	Kinase	Kinase	LTK_HUMAN	P29376
9901	Tbio			LUC7L_HUMAN	Q9NQ29
9902	Tdark			LUZP4_HUMAN	Q9P127
9903	Tdark			LV202_HUMAN	P01705
9904	Tdark			LV208_HUMAN	P01711
9905	Tdark			LV404_HUMAN	P01718
9906	Tbio			LY6E_HUMAN	Q16553
9907	Tdark			LY6H_HUMAN	O94772
9908	Tbio			LY9_HUMAN	Q9HBG7
9909	Tclin	Enzyme		LYAG_HUMAN	P10253
9910	Tbio	Enzyme		LYOX_HUMAN	P28300
9911	Tdark			LYPD2_HUMAN	Q6UXB3
9912	Tdark			LYPD8_HUMAN	Q6UX82
9913	Tdark			LYRM2_HUMAN	Q9NU23
9914	Tdark			LYRM7_HUMAN	Q5U5X0
9915	Tbio			LYVE1_HUMAN	Q9Y5Y7
9916	Tbio	Enzyme	glycosyl_hydrolase	LYZL6_HUMAN	O75951
9917	Tdark			LZTS3_HUMAN	O60299
9918	Tdark			M18BP_HUMAN	Q6P0N0
9919	Tchem	Kinase	Kinase	M3K2_HUMAN	Q9Y2U5
9920	Tdark			M3KCL_HUMAN	P57077
9921	Tchem	Kinase	Kinase	M3K9_HUMAN	P80192
9922	Tchem	Kinase	Kinase	M3K11_HUMAN	Q16584
9923	Tchem	Kinase	Kinase	M4K2_HUMAN	Q12851
9924	Tdark	Enzyme	glycosyl_hydrolase	MA1A2_HUMAN	O60476
9925	Tchem	Enzyme	glycosyl_hydrolase	MA1B1_HUMAN	Q9UKM7
9926	Tchem	Enzyme	glycosyl_hydrolase	MA2B1_HUMAN	O00754
9927	Tbio			MAGA2_HUMAN	P43356
9928	Tdark			MAGA9_HUMAN	P43362
9929	Tbio			MAGB2_HUMAN	O15479
9930	Tbio			MAGC1_HUMAN	O60732
9931	Tdark			MAGIX_HUMAN	Q9H6Y5
9932	Tbio			MAGT1_HUMAN	Q9H0U3
9933	Tbio	Enzyme	glycosyl_hydrolase	MANEA_HUMAN	Q5SRI9
9934	Tbio			MAON_HUMAN	Q16798
9935	Tbio			MAP9_HUMAN	Q49MG5
9936	Tchem	Kinase	Kinase	MAPK2_HUMAN	P49137
9937	Tdark			MASTR_HUMAN	Q6ZN01
9938	Tbio			MASU1_HUMAN	Q96EH3
9939	Tbio	GPCR	GPCR	MAS_HUMAN	P04201
9940	Tbio			MATN3_HUMAN	O15232
9941	Tdark			MB3L5_HUMAN	A6NJ08
9942	Tdark			MBIP1_HUMAN	Q9NS73
9943	Tdark	Enzyme		MBLC1_HUMAN	A4D2B0
9944	Tbio			MBNL2_HUMAN	Q5VZF2
9945	Tbio	Enzyme	peptidase	MBTP2_HUMAN	O43462
9946	Tbio			MCM4_HUMAN	P33991
9947	Tbio	Enzyme		MCM9_HUMAN	Q9NXL9
9948	Tdark	Enzyme		MCP1_HUMAN	P0CW71
9949	Tbio			MCTP1_HUMAN	Q6DN14
9950	Tdark			MCUB_HUMAN	Q9NWR8
9951	Tbio			MD2BP_HUMAN	Q15013
9952	Tbio			MD2L2_HUMAN	Q9UI95
9953	Tbio			MDGA1_HUMAN	Q8NFP4
