#virProtID	proteinName
7675	E1A 28 kDa protein (gene: E1A)
7676	protein V precursor (gene: L2)
7677	E3 15.3 kDa (gene: E3)
7678	E4 ORF6 protein (gene: E4)
7679	E3 RID-beta (gene: E3)
7680	fiber protein (gene: L5)
7681	L4 100 kDa protein (gene: L4)
7682	E3 RID-alpha (gene: E3)
7683	protein VIII (gene: L4)
7684	L4 33 kDa protein (gene: L4)
7685	E4 ORF2 protein (gene: E4)
7686	E3 CR1-beta1 (gene: E3)
7687	protein VI precursor (gene: L3)
7688	encapsidation protein IVa2 (gene: IVa2)
7689	E1B 20.8 kDa protein (gene: E1B)
7690	protein X (gene: L2)
7691	E3 18.4K
7692	pTP (gene: pol)
7693	pol protein (gene: pol)
7694	E1A 28K
7695	E4 ORF4
7696	E4 17K
7697	U protein (gene: U)
7698	E3B2-2 14.6k (RIDb)
7699	E4 ORF 6/7
7700	E3 CR1-alpha1
7701	E3B 14.7K
7702	E3 50K (CR1b)
7703	pIX
7704	fiber
7705	52K
7706	III
7707	E1B 55K
7708	E3 12.5K
7709	protease
7710	pVII
7711	E1A 21K
7712	pIIIa
7713	V
7714	E4 ORF1
7715	DBP
7716	E3B2-2 10k (RIDa)
7717	pVIII
7718	22K
7719	33K
7720	IVa2
7721	E4 ORF3
7722	E1B 19K
7723	E4 34K
7724	pX
7725	13.6K
7726	pVI
7727	E3B1-2 30.8k (CR1g)
7728	E4 ORF2
7729	100K
7730	hexon
7731	DNA polymerase (gene: E2B)
7732	22 kDa protein (gene: L4)
7733	ORF6/7 (gene: E4)
7734	55 kDa protein (gene: L1)
7735	28.4 kDa protein (gene: E1A)
7736	ORF2 (gene: E4)
7737	protein VIII (gene: L4)
7738	DNA binding agno protein (gene: L5)
7739	protein X (gene: L2)
7740	terminal protein precursor (gene: E2B)
7741	E3 6.6kDa protein (gene: E3)
7742	ORF3 (gene: E4)
7743	protein U (gene: U)
7744	19 kDa small T antigen (gene: E1B)
7745	protein VII precursor (gene: L2)
7746	peripentonal hexon associated protein IIIa precursor (gene: L1)
7747	20.5 kDa glycoprotein (gene: E3)
7748	protein VI precursor (gene: L3)
7749	ORF4 (gene: E4)
7750	ORF1 (gene: E4)
7751	maturation protein IVA2 (gene: IVa2)
7752	hypothetical 20.1 kDa glycoprotein (gene: E3)
7753	E3 12 kDa glycoprotein (gene: E3)
7754	hexon-associated protein protein X (gene: IX)
7755	hexon (gene: L3)
7756	55 kDa large T antigen (gene: E1B)
7757	19.3 kDa MHC class I antigen-binding glycoprotein precursor (gene: E3)
7758	23 kDa protease (gene: L3)
7759	14.7 kDa protein (gene: E3)
7760	24.6 kDa protein (gene: E1A)
7761	E1A 6.8 kDa protein (gene: E1A)
7762	16.5 kDa protein (gene: E3)
7763	penton base protein III (gene: L2)
7764	16.1 kDa membrane protein (gene: E3)
7765	31 kDa protein (gene: L4)
7766	minor core protein (gene: L2)
7767	34 kDa protein (gene: E4)
7768	10.3 kDa protein (gene: E3)
7769	100 kDa hexon assembly-associated protein (gene: L4)
7770	fiber protein (gene: L5)
7771	DNA binding protein (gene: E2A)
7772	22 kDa protein (gene: L4)
7773	maturation protein IVA2 (gene: IVa2)
7774	19 kDa small T antigen (gene: E1B)
7775	14.7 kDa protein (gene: E3)
7776	protein U (gene: U)
7777	34 kDa protein (gene: E4)
7778	10.3 kDa protein (gene: E3)
7779	28.4 kDa protein (gene: E1A)
7780	fiber protein (gene: L5)
7781	ORF6/7 (gene: E4)
7782	55 kDa large T antigen (gene: E1B)
7783	minor core protein (gene: L2)
7784	penton base protein III (gene: L2)
7785	peripentonal hexon associated protein IIIa precursor (gene: L1)
7786	DNA binding protein (gene: E2A)
7787	hexon-associated protein protein X (gene: IX)
7788	protein X (gene: L2)
7789	DNA polymerase (gene: E2B)
7790	DNA binding agno protein (gene: L5)
7791	19.3 kDa MHC class I antigen-binding glycoprotein precursor (gene: E3)
7792	100 kDa hexon assembly-associated protein (gene: L4)
7793	ORF1 (gene: E4)
7794	protein VI precursor (gene: L3)
7795	23 kDa protease (gene: L3)
7796	ORF2 (gene: E4)
7797	hypothetical 20.1 kDa glycoprotein (gene: E3)
7798	protein VIII (gene: L4)
7799	ORF3 (gene: E4)
7800	terminal protein precursor (gene: E2B)
7801	31 kDa protein (gene: L4)
7802	55 kDa protein (gene: L1)
7803	16.5 kDa protein (gene: E3)
7804	hexon (gene: L3)
7805	E3 12 kDa glycoprotein (gene: E3)
7806	protein VII precursor (gene: L2)
7807	16.1 kDa membrane protein (gene: E3)
7808	ORF4 (gene: E4)
7809	E3 6.6kDa protein (gene: E3)
7810	20.5 kDa glycoprotein (gene: E3)
7811	E1A 6.8 kDa protein (gene: E1A)
7812	24.6 kDa protein (gene: E1A)
7813	Orf6 protein (gene: E4)
7814	hexon protein (gene: L3)
7815	18.4 kDa protein (gene: E3)
7816	100 kDa hexon-assembly associated protein (gene: L4)
7817	29.1 kDa protein (gene: E1A)
7818	22 kDa protein (gene: L4)
7819	Orf6/7 protein (gene: E4)
7820	25.7 kDa protein (gene: E1A)
7821	maturation protein IVa2 (gene: IVa2)
7822	14.9 kDa protein (gene: E3)
7823	11.5 kDa hypothetical protein
7824	Orf1 protein (gene: E4)
7825	protein VIII (gene: L4)
7826	20 kDa protein (gene: E1B)
7827	14.6 kDa protein (gene: E3)
7828	20.8 kDa protein (gene: E3)
7829	Orf4 protein (gene: E4)
7830	agnoprotein (gene: L5)
7831	fiber protein (gene: L5)
7832	protein VII precursor (gene: L2)
7833	23 kDa protein (gene: L3)
7834	6.1 kDa hypothetical protein (gene: E2B)
7835	10.1 kDa protein (gene: E3)
7836	DNA polymerase (gene: E2B)
7837	terminal protein precursor (gene: E2B)
7838	6.5 kDa protein (gene: E1A)
7839	protein VI (gene: L3)
7840	43 kDa protein (gene: L1)
7841	Orf3 protein (gene: E4)
7842	20.1 kDa protein (gene: E3)
7843	15 kDa protein (gene: E3)
7844	hexon associated protein IX (gene: IX)
7845	U protein (gene: U)
7846	33 kDa protein (gene: L4)
7847	54.9 kDa protein (gene: E1B)
7848	penton (gene: L2)
7849	Orf2 protein (gene: E4)
7850	protein IIIa precursor (gene: L1)
7851	11.7 kDa protein (gene: E3)
7852	protein V precursor (gene: L2)
7853	DNA binding protein (gene: E2A)
7854	CR1 gamma (gene: E3)
7855	100 kDa protein (gene: L4)
7856	9.0 kDa protein (gene: E3)
7857	18.4 kDa protein (gene: E3)
7858	RID-alpha (gene: E3)
7859	ORF4 (gene: E4)
7860	14.7 kDa protein (gene: E3)
7861	34.1 kDa protein (gene: E4)
7862	15.6 kDa protein (gene: E1A)
7863	28 kDa protein (gene: E1A)
7864	17 kDa protein (gene: E4)
7865	ORF2 (gene: E4)
7866	ORF1 (gene: E4)
7867	penton (gene: L2)
7868	X (gene: L2)
7869	protease (gene: L3)
7870	ORF3 (gene: E4)
7871	21 kDa protein (gene: E1A)
7872	RID-beta (gene: E3)
7873	IIIa (gene: L1)
7874	DNA polymerase (gene: E2B)
7875	12.2 kDa protein (gene: E3)
7876	VIII (gene: L4)
7877	VI (gene: L2)
7878	U (gene: U exon)
7879	IX (gene: pIX)
7880	fiber (gene: L5)
7881	hexon (gene: L2)
7882	33 kDa protein (gene: L4)
7883	CR1-alpha (gene: E3)
7884	ORF6/7 (gene: E4)
7885	52 kDa protein (gene: L1)
7886	IVa2 (gene: pIVa2)
7887	DNA binding protein (gene: E2A)
7888	VII (gene: L2)
7889	CR1-beta (gene: E3)
7890	V (gene: L2)
7891	19 kDa protein (gene: E1B)
7892	pTP (gene: pTP)
7893	55 kDa protein (gene: E1B)
7894	22 kDa protein (gene: L4)
7895	E3 12 kDa glycoprotein (gene: E3)
7896	ORF2 (gene: E4)
7897	peripentonal hexon associated protein IIIa precursor (gene: L1)
7898	DNA binding agno protein (gene: L5)
7899	100 kDa hexon assembly-associated protein (gene: L4)
7900	16.1 kDa membrane protein (gene: E3)
7901	22 kDa protein (gene: L4)
7902	E3 6.6kDa protein (gene: E3)
7903	10.3 kDa protein (gene: E3)
7904	19 kDa small T antigen (gene: E1B)
7905	DNA binding protein (gene: E2A)
7906	protein X (gene: L2)
7907	ORF1 (gene: E4)
7908	protein VI precursor (gene: L3)
7909	31 kDa protein (gene: L4)
7910	34 kDa protein (gene: E4)
7911	16.5 kDa protein (gene: E3)
7912	hexon (gene: L3)
7913	55 kDa protein (gene: L1)
7914	28.4 kDa protein (gene: E1A)
7915	DNA polymerase (gene: E2B)
7916	penton base protein III (gene: L2)
7917	terminal protein precursor (gene: E2B)
7918	20.5 kDa glycoprotein (gene: E3)
7919	minor core protein (gene: L2)
7920	hexon-associated protein protein X (gene: IX)
7921	ORF3 (gene: E4)
7922	ORF4 (gene: E4)
7923	24.6 kDa protein (gene: E1A)
7924	protein U (gene: U)
7925	14.7 kDa protein (gene: E3)
7926	E1A 6.8 kDa protein (gene: E1A)
7927	ORF6/7 (gene: E4)
7928	55 kDa large T antigen (gene: E1B)
7929	hypothetical 20.1 kDa glycoprotein (gene: E3)
7930	maturation protein IVA2 (gene: IVa2)
7931	fiber protein (gene: L5)
7932	23 kDa protease (gene: L3)
7933	protein VII precursor (gene: L2)
7934	protein VIII (gene: L4)
7935	19.3 kDa MHC class I antigen-binding glycoprotein precursor (gene: E3)
7936	14.7 kDa protein (gene: E3)
7937	55 kDa protein (gene: L1)
7938	19 kDa small T antigen (gene: E1B)
7939	100 kDa hexon assembly-associated protein (gene: L4)
7940	peripentonal hexon associated protein IIIa precursor (gene: L1)
7941	31 kDa protein (gene: L4)
7942	10.3 kDa protein (gene: E3)
7943	E3 6.6kDa protein (gene: E3)
7944	hypothetical 20.1 kDa glycoprotein (gene: E3)
7945	E3 12 kDa glycoprotein (gene: E3)
7946	DNA binding protein (gene: E2A)
7947	55 kDa large T antigen (gene: E1B)
7948	E1A 6.8 kDa protein (gene: E1A)
7949	DNA binding agno protein (gene: L5)
7950	22 kDa protein (gene: L4)
7951	19.3 kDa MHC class I antigen-binding glycoprotein precursor (gene: E3)
7952	fiber protein (gene: L5)
7953	protein VIII (gene: L4)
7954	ORF3 (gene: E4)
7955	DNA polymerase (gene: E2B)
7956	minor core protein (gene: L2)
7957	protein VI precursor (gene: L3)
7958	ORF1 (gene: E4)
7959	ORF6/7 (gene: E4)
7960	ORF2 (gene: E4)
7961	hexon (gene: L3)
7962	hexon-associated protein protein X (gene: IX)
7963	16.5 kDa protein (gene: E3)
7964	34 kDa protein (gene: E4)
7965	20.5 kDa glycoprotein (gene: E3)
7966	protein VII precursor (gene: L2)
7967	terminal protein precursor (gene: E2B)
7968	protein U (gene: U)
7969	23 kDa protease (gene: L3)
7970	penton base protein III (gene: L2)
7971	protein X (gene: L2)
7972	ORF4 (gene: E4)
7973	maturation protein IVA2 (gene: IVa2)
7974	28.4 kDa protein (gene: E1A)
7975	24.6 kDa protein (gene: E1A)
7976	16.1 kDa membrane protein (gene: E3)
7977	31 kDa protein (gene: L4)
7978	55 kDa large T antigen (gene: E1B)
7979	protein VIII (gene: L4)
7980	22 kDa protein (gene: L4)
7981	protein U (gene: U)
7982	23 kDa protease (gene: L3)
7983	10.3 kDa protein (gene: E3)
7984	DNA polymerase (gene: E2B)
7985	ORF2 (gene: E4)
7986	DNA binding protein (gene: E2A)
7987	19 kDa small T antigen (gene: E1B)
7988	penton base protein III (gene: L2)
7989	protein X (gene: L2)
7990	maturation protein IVA2 (gene: IVa2)
7991	ORF1 (gene: E4)
7992	E3 6.6kDa protein (gene: E3)
7993	14.7 kDa protein (gene: E3)
7994	100 kDa hexon assembly-associated protein (gene: L4)
7995	20.5 kDa glycoprotein (gene: E3)
7996	minor core protein (gene: L2)
7997	hypothetical 20.1 kDa glycoprotein (gene: E3)
7998	E1A 6.8 kDa protein (gene: E1A)
7999	19.3 kDa MHC class I antigen-binding glycoprotein precursor (gene: E3)
8000	E3 12 kDa glycoprotein (gene: E3)
8001	34 kDa protein (gene: E4)
8002	peripentonal hexon associated protein IIIa precursor (gene: L1)
8003	hexon-associated protein protein X (gene: IX)
8004	ORF3 (gene: E4)
8005	hexon (gene: L3)
8006	24.6 kDa protein (gene: E1A)
8007	protein VI precursor (gene: L3)
8008	16.5 kDa protein (gene: E3)
8009	ORF4 (gene: E4)
8010	DNA binding agno protein (gene: L5)
8011	16.1 kDa membrane protein (gene: E3)
8012	protein VII precursor (gene: L2)
8013	55 kDa protein (gene: L1)
8014	fiber protein (gene: L5)
8015	terminal protein precursor (gene: E2B)
8016	ORF6/7 (gene: E4)
8017	28.4 kDa protein (gene: E1A)
8018	fiber protein (pIV) (gene: L5)
8019	pIIIa penton-associated protein (gene: L1)
8020	14.7K-like protein (gene: E3)
8021	hypothetical protein (gene: E4)
8022	hypothetical protein (gene: E4)
8023	capsid protein precursor pVI (gene: L3)
8024	hypothetical protein (gene: L1)
8025	gp19K-like protein (gene: E3)
8026	52/55K protein (gene: L1)
8027	28K protein (gene: E1A)
8028	E2A hypothetical protein (gene: E2A)
8029	CR1-beta protein (gene: E3)
8030	E2B hypothetical protein (gene: E2B)
8031	terminal protein precursor pTP (gene: E2B)
8032	19K protein (gene: E1B)
8033	hexon assembly 100K protein (gene: L4)
8034	capsid protein precursor pVIII (gene: L4)
8035	IVa2-2 hypothetical protein (gene: IVa2-2)
8036	22K protein (gene: L4)
8037	17K protein (gene: E4)
8038	hypothetical protein (gene: E4)
8039	core protein pV (gene: L2)
8040	55K protein (gene: E1B)
8041	21K protein (gene: E1A)
8042	RID-beta protein (gene: E3)
8043	DNA polymerase (gene: E2B)
8044	hexon protein (gene: L3)
8045	core protein precursor pVII (gene: L2)
8046	34K protein (gene: E4)
8047	pIX protein (gene: IX)
8048	penton base (gene: L2)
8049	hypothetical protein (gene: L1)
8050	encapsidation protein IVa2 (gene: IVa2)
8051	core protein precursor pX (gene: L2)
8052	U protein (gene: U)
8053	DNA binding protein (gene: E2A)
8054	CR1-alpha protein (gene: E3)
8055	12.2K-like protein (gene: E3)
8056	CR1-gamma1 protein (gene: E3)
8057	protease (gene: L3)
8058	hypothetical protein (gene: E4)
8059	RID-alpha protein (gene: E3)
8060	penton base protein
8061	U exon protein
8062	E4 13.5 kDa protein
8063	E3 12.1 kDa protein
8064	E3 10.4 kDa protein
8065	DNA polymerase
8066	E3 14.7 kDa protein
8067	hypothetical protein
8068	IX protein
8069	22K protein
8070	IVa2 protein
8071	L5 fiber protein
8072	E3 14.8 kDa protein
8073	hypothetical protein
8074	X protein
8075	L1 52/55K protein
8076	pVIII protein
8077	hypothetical protein
8078	L2 pV protein
8079	hypothetical protein
8080	E3 21.8 kDa protein
8081	E1A 28.2 kDa protein
8082	hypothetical protein
8083	pTP
8084	pVII protein
8085	L3 pVI protein
8086	pIIIa protein
8087	E2A DNA binding protein
8088	E4 17.1 kDa protein
8089	hypothetical protein
8090	hypothetical protein
8091	E1B 21.1 kDa protein
8092	E4 7.4 kDa protein
8093	E1B 55.3 kDa protein
8094	E3 48.9 kDa protein
8095	L4 100 kDa protein
8096	E3 18.6 kDa protein
8097	hypothetical protein
8098	L3 protease
8099	E4 14.0 kDa protein
8100	E4 14.5 kDa protein
8101	E4 34.0 kDa protein
8102	hexon protein
8103	E1A 21.2 kDa protein
8104	100 kDa hexon-assembly associated protein (gene: L4)
8105	hypothetical 11.3 kDa early protein (gene: E2B)
8106	penton protein (gene: L2)
8107	Orf1 protein (gene: E4)
8108	33 kDa protein (gene: L4)
8109	Orf6/7 protein (gene: E4)
8110	20 kDa protein (gene: E1B)
8111	hypothetical 14.5 kDa early protein
8112	14.9 kDa protein (gene: E3)
8113	U protein (gene: U)
8114	43 kDa protein (gene: L1)
8115	25.7 kDa protein (gene: E1A)
8116	hypothetical 19 kDa early protein
8117	protein V precursor (gene: L2)
8118	protein VIII (gene: L4)
8119	Orf3 protein (gene: E4)
8120	Orf4 protein (gene: E4)
8121	hexon associated protein IX (gene: IX)
8122	22 kDa protein (gene: L4)
8123	10.1 kDa protein (gene: E3)
8124	20.1 kDa protein (gene: E3)
8125	protein IIIa precursor (gene: L1)
8126	protein VI (gene: L3)
8127	23 kDa protein (gene: L3)
8128	15 kDa protein (gene: E3)
8129	11.7 kDa protein (gene: E3)
8130	54.9 kDa protein (gene: E1B)
8131	14.6 kDa protein (gene: E3)
8132	protein X (gene: L2)
8133	Orf6 protein (gene: E4)
8134	agnoprotein
8135	DNA polymerase (gene: E2B)
8136	Orf2 protein (gene: E4)
8137	protein VII (gene: L2)
8138	agnoprotein (gene: L5)
8139	29.1 kDa protein (gene: E1A)
8140	hypothetical 9.7 kDa early protein
8141	6.5 kDa protein (gene: E1A)
8142	18.4 kDa protein (gene: E3)
8143	maturation protein IVa2 (gene: IVa2)
8144	fiber protein (gene: L5)
8145	DNA binding protein (gene: E2A)
8146	hexon protein (gene: L3)
8147	terminal protein precursor (gene: E2B)
8148	11 kDa protein (gene: E3)
8149	20.8 kDa protein (gene: E3)
8150	splicing factor (gene: L4)
8151	L1 52 kDa protein (gene: L1)
8152	L4 encapsidation protein (gene: L4)
8153	E3 RID-alpha (gene: E3)
8154	E3 RID-beta (gene: E3)
8155	E4 control protein orf6/7 (gene: E4)
8156	hypothetical protein
8157	E1A 21 kDa protein (gene: E1A)
8158	E1A 28 kDa protein (gene: E1A)
8159	E4 control protein orf4 (gene: E4)
8160	ssDNA-binding protein (gene: E2A)
8161	DNA polymerase (gene: E2B)
8162	E3 CR1-beta (gene: E3)
8163	X core protein (gene: L2)
8164	DNA terminal protein (gene: pTP)
8165	V core protein (gene: L2)
8166	E4 control protein orf1 (gene: E4)
8167	E4 control protein orf3 (gene: E4)
8168	putative protein U (gene: U)
8169	VIII capsid protein (gene: L4)
8170	fiber (gene: L5)
8171	E3 immune modulating protein (gene: E3)
8172	maturation protein (gene: IVa2)
8173	E1B small T antigen (gene: E1B)
8174	hexon associated protein (gene: IX)
8175	protease (gene: L3)
8176	hypothetical protein
8177	penton base (gene: L2)
8178	E3 CR1-alpha (gene: E3)
8179	E4 17 kDa protein (gene: E4)
8180	E3 CR1-gamma (gene: E3)
8181	hexon (gene: L3)
8182	hypothetical protein
8183	E3 12.5 kDa immune modulating protein (gene: E3)
8184	L1 13.6 kDa protein (gene: L1)
8185	hypothetical protein
8186	hypothetical protein
8187	E3 control protein 14.7 kDa (gene: E3)
8188	VII core protein (gene: L2)
8189	IIIa capsid protein (gene: L1)
8190	E1B large T antigen (gene: E1B)
8191	hexon-assembly protein (gene: L4)
8192	VI capsid protein (gene: L3)
8193	E4 control protein orf2 (gene: E4)
8194	E4 control protein 34 kDa (gene: E4)
8195	hypothetical protein
8196	E3 10.2-kDa (gene: E3B)
8197	19-kDa hypothetical protein
8198	E4 ORF2 (gene: E4)
8199	L3 23-kDa protein (protease) (gene: L3)
8200	L4 33-kDa protein (gene: L4)
8201	L2 protein pX (gene: L2)
8202	E3 16-kDa (gene: E3A)
8203	L5 protein IV (fiber) (gene: L5)
8204	E3 20.5-kDa (gene: E3B)
8205	14.6-kDa hypothetical protein
8206	E3 15.3-kDa (gene: E3B)
8207	protein IVa2 (gene: IVa2)
8208	E2B DNA polymerase (gene: E2B)
8209	11.5-kDa hypothetical protein
8210	L3 protein II (hexon) (gene: L3)
8211	E4 ORF1 (gene: E4)
8212	E2B pTP (gene: E2B)
8213	L4 protein pVIII (gene: L4)
8214	L1 52/55-kDa protein (gene: L1)
8215	E1B 21-kDa (gene: E1B)
8216	L6 (agnoprotein) (gene: L6)
8217	L2 protein pV (gene: L2)
8218	E3 9-kDa (gene: E3B)
8219	L4 100-kDa protein (gene: L4)
8220	E4 ORF6/7 (gene: E4)
8221	20.3-kDa hypothetical protein
8222	11.5-kDa hypothetical protein
8223	L3 protein pVI (gene: L3)
8224	L2 protein III (penton base) (gene: L2)
8225	E4 ORF4 (gene: E4)
8226	E1B 55-kDa (gene: E1B)
8227	E1A 12s 25 kDa protein (gene: E1A)
8228	E3 15.2-kDa (gene: E3B)
8229	L4 22-kDa protein (gene: L4)
8230	protein IX (gene: IX)
8231	21.9-kDa hypothetical protein
8232	E1A 9s 7 kDa protein (gene: E1A)
8233	E3 12.1-kDa (gene: E3A)
8234	E1A 13s 28 kDa protein (gene: E1A)
8235	E2A DNA binding protein DBP (gene: E2A)
8236	L2 protein pVII (gene: L2)
8237	L1 protein pIIIa (gene: L1)
8238	E4 ORF3 (gene: E4)
8239	E3 20.1-kDa (gene: E3B)
8240	E4 ORF6 34-kDa (gene: E4)
8241	E3 gp19-kDa (gene: E3A)
8242	DNA polymerase (gene: E2B)
8243	33 kDa protein (gene: L4)
8244	16 kDa protein (gene: E4)
8245	penton protein (gene: L2)
8246	protein IIIa precursor (gene: L1)
8247	hexon-associated protein IX (gene: IX)
8248	fiber protein (gene: L5)
8249	protein VI precursor (gene: L3)
8250	16.5 kDa protein (gene: E3)
8251	protein VII precursor (gene: L2)
8252	9.7 kDa protein
8253	24.6 kDa protein (gene: E1A)
8254	14.4 kDa protein (gene: E4)
8255	100 kDa hexon-assembly associated protein (gene: L4)
8256	10.3 kDa protein (gene: E3)
8257	19 kDa protein (gene: E2B)
8258	11.5 kDa protein
8259	34.7 kDa protein (gene: E4)
8260	protein X (gene: L2)
8261	11 kDa protein (gene: E3)
8262	20.0 kDa protein (gene: E3)
8263	11.5 kDa protein (gene: E2B)
8264	20.6 kDa protein (gene: E3)
8265	16.0 kDa protein (gene: E3)
8266	28.4 kDa protein (gene: E1A)
8267	10.4 kDa protein
8268	small T antigen (gene: E1B)
8269	DNA binding protein
8270	15.3 kDa protein (gene: E3)
8271	14.3 kDa protein (gene: E4)
8272	protein V precursor (gene: L2)
8273	13.6 kDa protein (gene: E4)
8274	23 kDa proteinase (gene: L3)
8275	22 kDa protein (gene: L4)
8276	6.8 kDa protein (gene: E1A)
8277	19.2 kDa protein (gene: E3)
8278	maturation protein IVa2 (gene: IVa2)
8279	14.2 kDa protein (gene: E4)
8280	12.6 kDa protein (gene: E2B)
8281	12.1 kDa protein (gene: E3)
8282	agnoprotein (gene: L5)
8283	pVIII protein (gene: L4)
8284	large T antigen (gene: E1B)
8285	DNA-binding protein (gene: E2A)
8286	14.5 kDa protein
8287	terminal protein precursor (gene: E2B)
8288	hexon protein (gene: L3)
8289	52 kDa protein (gene: L1)
8290	penton protein (gene: L2)
8291	19 kDa protein (gene: E2B)
8292	protein X (gene: L2)
8293	23 kDa proteinase (gene: L3)
8294	14.2 kDa protein (gene: E4)
8295	11 kDa protein (gene: E3)
8296	DNA-binding protein (gene: E2A)
8297	24.6 kDa protein (gene: E1A)
8298	DNA binding protein
8299	11.5 kDa protein
8300	14.3 kDa protein (gene: E4)
8301	22 kDa protein (gene: L4)
8302	16.0 kDa protein (gene: E3)
8303	16.5 kDa protein (gene: E3)
8304	10.3 kDa protein (gene: E3)
8305	9.7 kDa protein
8306	fiber protein (gene: L5)
8307	14.4 kDa protein (gene: E4)
8308	20.8 kDa protein (gene: E3)
8309	protein VII precursor (gene: L2)
8310	6.8 kDa protein (gene: E1A)
8311	small T antigen (gene: E1B)
8312	10.4 kDa protein
8313	28.4 kDa protein (gene: E1A)
8314	DNA polymerase (gene: E2B)
8315	hexon protein (gene: L3)
8316	protein IIIa precursor (gene: L1)
8317	agnoprotein (gene: L5)
8318	13.6 kDa protein (gene: E4)
8319	large T antigen (gene: E1B)
8320	maturation protein IVa2 (gene: IVa2)
8321	34.7 kDa protein (gene: E4)
8322	100 kDa hexon-assembly associated protein (gene: L4)
8323	15.3 kDa protein (gene: E3)
8324	11.5 kDa protein (gene: E2B)
8325	12.6 kDa protein (gene: E2B)
8326	hexon-associated protein IX (gene: IX)
8327	20.0 kDa protein (gene: E3)
8328	pVIII protein (gene: L4)
8329	14.5 kDa protein
8330	52 kDa protein (gene: L1)
8331	protein V precursor (gene: L2)
8332	terminal protein precursor (gene: E2B)
8333	12.1 kDa protein (gene: E3)
8334	19.2 kDa protein (gene: E3)
8335	16 kDa protein (gene: E4)
8336	33 kDa protein (gene: L4)
8337	protein VI precursor (gene: L3)
8338	hypothetical protein
8339	64 kDa penton pIII (gene: L2)
8340	29.1 kDa protein (gene: E1A)
8341	minor capsid protein precursor pVI (gene: L3)
8342	maturation protein pIVa2 (gene: pIVa2)
8343	34 kDa protein (gene: E4)
8344	probable DNA binding protein DBP (gene: L1)
8345	55 kDa lg T-antigen (gene: E1B)
8346	immune modulating protein (gene: E3)
8347	L5 fiber pIV (gene: L5)
8348	ADP glycoprotein CR1-beta0 (gene: E3A)
8349	hexon-associated pIX (gene: pIX)
8350	adenain endoprotease 23 kDa protein (gene: L3)
8351	24 kDa protein
8352	B-137 hypothetical protein (gene: L1)
8353	52 kDa protein (gene: L1)
8354	DNA polymerase (gene: E2B)
8355	DBP 59 kDa protein (gene: E2A)
8356	hexon protein 109kDa pII (gene: L3)
8357	E3gp19k (gene: E3)
8358	C-168 hypothetical protein (gene: L1)
8359	unknown
8360	E2B hypothetical protein (gene: E2B)
8361	hexon associated protein pVIII (gene: L4)
8362	hypothetical protein
8363	E4ORF2 (gene: E4)
8364	E4ORF4 (gene: E4)
8365	21 kDa protein sm T antigen (gene: E1B)
8366	unknown
8367	hypothetical F-215 protein
8368	mu pX (gene: L2)
8369	L1 hypothetical protein (gene: L1)
8370	membrane glyco E3 CR1alpha0 (gene: E3)
8371	E4ORF6/7-like protein (gene: E4)
8372	major core protein pVII (gene: L2)
8373	22 kDa protein (gene: L4)
8374	hypothetical protein
8375	pTP terminal protein (gene: E2B)
